icd11Code,icd11Chapter,icd11Title,icd10Code,icd10Chapter,icd10Title
LA7Z,20,"Structural developmental anomalies of the respiratory system, unspecified",Q30-Q34,XVII,Congenital malformations of the respiratory system
LA80,20,Anomalous position-orientation of heart,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA80.0,20,Laevocardia,Q24.1,XVII,Laevocardia
LA80.1,20,Dextrocardia,Q24.0,XVII,Dextrocardia
LA80.2,20,Mesocardia,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA80.3,20,Extrathoracic heart,Q24.8,XVII,Other specified congenital malformations of heart
LA80.Y,20,Other specified anomalous position-orientation of heart,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA80.Z,20,"Anomalous position-orientation of heart, unspecified",Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA81,20,Abnormal ventricular relationships,Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA82,20,Total mirror imagery,Q89.3,XVII,Situs inversus
LA83,20,Right isomerism,Q89.7,XVII,"Multiple congenital malformations, not elsewhere classified"
LA84,20,Left isomerism,Q89.7,XVII,"Multiple congenital malformations, not elsewhere classified"
LA85,20,Congenital anomaly of an atrioventricular or ventriculo-arterial connection,Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA85.0,20,Discordant atrioventricular connections,Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA85.00,20,Congenitally corrected transposition of great arteries,Q20.5,XVII,Discordant atrioventricular connection
LA85.0Y,20,Other specified discordant atrioventricular connections,Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA85.0Z,20,"Discordant atrioventricular connections, unspecified",Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA85.1,20,Transposition of the great arteries,Q20.3,XVII,Discordant ventriculoarterial connection
LA85.2,20,Double outlet right ventricle,Q20.1,XVII,Double outlet right ventricle
LA85.20,20,"Double outlet right ventricle with subpulmonary ventricular septal defect, transposition type",Q20.1,XVII,Double outlet right ventricle
LA85.21,20,Double outlet right ventricle with non-committed ventricular septal defect,Q20.1,XVII,Double outlet right ventricle
LA85.22,20,"Double outlet right ventricle with subaortic or doubly committed ventricular septal defect without pulmonary stenosis, ventricular septal defect type",Q20.1,XVII,Double outlet right ventricle
LA85.23,20,"Double outlet right ventricle with subaortic or doubly committed ventricular septal defect and pulmonary stenosis, Fallot type",Q20.1,XVII,Double outlet right ventricle
LA85.2Y,20,Other specified double outlet right ventricle,Q20.1,XVII,Double outlet right ventricle
LA85.2Z,20,"Double outlet right ventricle, unspecified",Q20.1,XVII,Double outlet right ventricle
LA85.3,20,Double outlet left ventricle,Q20.2,XVII,Double outlet left ventricle
LA85.4,20,Common arterial trunk,Q20.0,XVII,Common arterial trunk
LA85.40,20,Common arterial trunk with aortic dominance,Q20.0,XVII,Common arterial trunk
LA85.41,20,Common arterial trunk with pulmonary dominance and interrupted aortic arch,Q20.0,XVII,Common arterial trunk
LA85.4Y,20,Other specified common arterial trunk,Q20.0,XVII,Common arterial trunk
LA85.4Z,20,"Common arterial trunk, unspecified",Q20.0,XVII,Common arterial trunk
LA85.Y,20,Other specified congenital anomaly of an atrioventricular or ventriculo-arterial connection,Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA85.Z,20,"Congenital anomaly of an atrioventricular or ventriculo-arterial connection, unspecified",Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA86,20,Congenital anomaly of mediastinal vein,Q26,XVII,Congenital malformations of great veins
LA86.0,20,Left superior caval vein,Q26.1,XVII,Persistent left superior vena cava
LA86.1,20,Unroofed coronary sinus,Q26,XVII,Congenital malformations of great veins
LA86.2,20,Anomalous pulmonary venous connection,Q26.4,XVII,"Anomalous pulmonary venous connection, unspecified"
LA86.20,20,Total anomalous pulmonary venous connection,Q26.2,XVII,Total anomalous pulmonary venous connection
LA86.21,20,Partial anomalous pulmonary venous connection,Q26.3,XVII,Partial anomalous pulmonary venous connection
LA86.22,20,Scimitar syndrome,Q26.4,XVII,"Anomalous pulmonary venous connection, unspecified"
LA86.2Y,20,Other specified anomalous pulmonary venous connection,Q26.4,XVII,"Anomalous pulmonary venous connection, unspecified"
LA86.2Z,20,"Anomalous pulmonary venous connection, unspecified",Q26.4,XVII,"Anomalous pulmonary venous connection, unspecified"
LA86.3,20,Congenital pulmonary venous stenosis or hypoplasia,Q26,XVII,Congenital malformations of great veins
LA86.Y,20,Other specified congenital anomaly of mediastinal vein,Q26.8,XVII,Other congenital malformations of great veins
LA86.Z,20,"Congenital anomaly of mediastinal vein, unspecified",Q26,XVII,Congenital malformations of great veins
LA87,20,Congenital anomaly of an atrioventricular valve or atrioventricular septum,Q22.9,XVII,"Congenital malformation of tricuspid valve, unspecified"
LA87.0,20,Congenital anomaly of tricuspid valve,Q22,XVII,Congenital malformations of pulmonary and tricuspid valves
LA87.00,20,Congenital tricuspid regurgitation,Q22,XVII,Congenital malformations of pulmonary and tricuspid valves
LA87.01,20,Congenital tricuspid valvar stenosis,Q22.4,XVII,Congenital tricuspid stenosis
LA87.02,20,Dysplasia of tricuspid valve,Q22,XVII,Congenital malformations of pulmonary and tricuspid valves
LA87.03,20,Ebstein malformation of tricuspid valve,Q22.5,XVII,Ebstein anomaly
LA87.0Y,20,Other specified congenital anomaly of tricuspid valve,Q22.8,XVII,Other congenital malformations of tricuspid valve
LA87.0Z,20,"Congenital anomaly of tricuspid valve, unspecified",Q22,XVII,Congenital malformations of pulmonary and tricuspid valves
LA87.1,20,Congenital anomaly of mitral valve,Q23,XVII,Congenital malformations of aortic and mitral valves
LA87.10,20,Congenital mitral regurgitation,Q23.3,XVII,Congenital mitral insufficiency
LA87.11,20,Congenital mitral valvar stenosis,Q23.2,XVII,Congenital mitral stenosis
LA87.12,20,Dysplasia of mitral valve,Q23,XVII,Congenital malformations of aortic and mitral valves
LA87.13,20,Congenital anomaly of mitral subvalvar apparatus,Q23,XVII,Congenital malformations of aortic and mitral valves
LA87.1Y,20,Other specified congenital anomaly of mitral valve,Q23.8,XVII,Other congenital malformations of aortic and mitral valves
LA87.1Z,20,"Congenital anomaly of mitral valve, unspecified",Q23,XVII,Congenital malformations of aortic and mitral valves
LA87.3,20,Common atrioventricular junction without an atrioventricular septal defect,Q22.9,XVII,"Congenital malformation of tricuspid valve, unspecified"
LA87.4,20,Common atrioventricular junction with atrioventricular septal defect,Q22.9,XVII,"Congenital malformation of tricuspid valve, unspecified"
LA87.40,20,Atrioventricular septal defect with communication at the atrial level only,Q22.9,XVII,"Congenital malformation of tricuspid valve, unspecified"
LA87.41,20,Atrioventricular septal defect with communication at the ventricular level only,Q22.9,XVII,"Congenital malformation of tricuspid valve, unspecified"
LA87.42,20,Atrioventricular septal defect with communication at atrial level and restrictive communication at ventricular level,Q22.9,XVII,"Congenital malformation of tricuspid valve, unspecified"
LA87.43,20,Atrioventricular septal defect with communication at atrial level and unrestrictive communication at ventricular level,Q22.9,XVII,"Congenital malformation of tricuspid valve, unspecified"
LA87.44,20,Atrioventricular septal defect with ventricular imbalance,Q22.9,XVII,"Congenital malformation of tricuspid valve, unspecified"
LA87.45,20,Atrioventricular septal defect and tetralogy of Fallot,Q22.9,XVII,"Congenital malformation of tricuspid valve, unspecified"
LA87.4Y,20,Other specified common atrioventricular junction with atrioventricular septal defect,Q22.9,XVII,"Congenital malformation of tricuspid valve, unspecified"
LA87.4Z,20,"Common atrioventricular junction with atrioventricular septal defect, unspecified",Q22.9,XVII,"Congenital malformation of tricuspid valve, unspecified"
LA87.Y,20,Other specified congenital anomaly of an atrioventricular valve or atrioventricular septum,Q22.9,XVII,"Congenital malformation of tricuspid valve, unspecified"
LA87.Z,20,"Congenital anomaly of an atrioventricular valve or atrioventricular septum, unspecified",Q22.9,XVII,"Congenital malformation of tricuspid valve, unspecified"
LA88,20,Congenital anomaly of a ventricle or the ventricular septum,Q20-Q28,XVII,Congenital malformations of the circulatory system
LA88.0,20,Congenital right ventricular outflow tract obstruction,Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA88.1,20,Double chambered right ventricle,Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA88.2,20,Tetralogy of Fallot,Q21.3,XVII,Tetralogy of Fallot
LA88.20,20,Tetralogy of Fallot with absent pulmonary valve syndrome,Q21.3,XVII,Tetralogy of Fallot
LA88.21,20,Tetralogy of Fallot with pulmonary atresia,Q21.3,XVII,Tetralogy of Fallot
LA88.22,20,Tetralogy of Fallot with pulmonary atresia and systemic-to-pulmonary collateral artery,Q21.3,XVII,Tetralogy of Fallot
LA88.2Y,20,Other specified tetralogy of Fallot,Q21.3,XVII,Tetralogy of Fallot
LA88.2Z,20,"Tetralogy of Fallot, unspecified",Q21.3,XVII,Tetralogy of Fallot
LA88.3,20,Congenital left ventricular outflow tract obstruction,Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA88.4,20,Ventricular septal defect,Q21.0,XVII,Ventricular septal defect
LA88.40,20,Trabecular muscular ventricular septal defect,Q21.0,XVII,Ventricular septal defect
LA88.41,20,Perimembranous central ventricular septal defect,Q21.0,XVII,Ventricular septal defect
LA88.42,20,Ventricular septal defect haemodynamically insignificant,Q21.0,XVII,Ventricular septal defect
LA88.4Y,20,Other specified ventricular septal defect,Q21.0,XVII,Ventricular septal defect
LA88.4Z,20,"Ventricular septal defect, unspecified",Q21.0,XVII,Ventricular septal defect
LA88.Y,20,Other specified congenital anomaly of a ventricle or the ventricular septum,Q20-Q28,XVII,Congenital malformations of the circulatory system
LA88.Z,20,"Congenital anomaly of a ventricle or the ventricular septum, unspecified",Q20-Q28,XVII,Congenital malformations of the circulatory system
LA89,20,Functionally univentricular heart,Q20.9,XVII,"Congenital malformation of cardiac chambers and connections, unspecified"
LA89.0,20,Double inlet atrioventricular connection,Q20.4,XVII,Double inlet ventricle
LA89.1,20,Tricuspid atresia,Q22.4,XVII,Congenital tricuspid stenosis
LA89.2,20,Mitral atresia,Q23.2,XVII,Congenital mitral stenosis
LA89.3,20,Hypoplastic left heart syndrome,Q23.4,XVII,Hypoplastic left heart syndrome
LA89.Y,20,Other specified functionally univentricular heart,Q20.9,XVII,"Congenital malformation of cardiac chambers and connections, unspecified"
LA89.Z,20,"Functionally univentricular heart, unspecified",Q20.9,XVII,"Congenital malformation of cardiac chambers and connections, unspecified"
LA8A,20,Congenital anomaly of a ventriculo-arterial valve or adjacent regions,Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA8A.0,20,Congenital anomaly of pulmonary valve,Q22.3,XVII,Other congenital malformations of pulmonary valve
LA8A.00,20,Congenital pulmonary valvar stenosis,Q22.1,XVII,Congenital pulmonary valve stenosis
LA8A.01,20,Congenital pulmonary regurgitation,Q22.2,XVII,Congenital pulmonary valve insufficiency
LA8A.0Y,20,Other specified congenital anomaly of pulmonary valve,Q22.3,XVII,Other congenital malformations of pulmonary valve
LA8A.0Z,20,"Congenital anomaly of pulmonary valve, unspecified",Q22.3,XVII,Other congenital malformations of pulmonary valve
LA8A.1,20,Congenital pulmonary atresia,Q22.0,XVII,Pulmonary valve atresia
LA8A.10,20,Pulmonary atresia with intact ventricular septum,Q22.0,XVII,Pulmonary valve atresia
LA8A.1Y,20,Other specified congenital pulmonary atresia,Q22.0,XVII,Pulmonary valve atresia
LA8A.1Z,20,"Congenital pulmonary atresia, unspecified",Q22.0,XVII,Pulmonary valve atresia
LA8A.2,20,Congenital anomaly of aortic valve,Q23,XVII,Congenital malformations of aortic and mitral valves
LA8A.20,20,Congenital aortic valvar stenosis,Q23.0,XVII,Congenital stenosis of aortic valve
LA8A.21,20,Congenital aortic regurgitation,Q23.1,XVII,Congenital insufficiency of aortic valve
LA8A.22,20,Bicuspid aortic valve,Q23,XVII,Congenital malformations of aortic and mitral valves
LA8A.23,20,Aortic valvar atresia,Q23,XVII,Congenital malformations of aortic and mitral valves
LA8A.24,20,Unicuspid aortic valve,Q23,XVII,Congenital malformations of aortic and mitral valves
LA8A.2Y,20,Other specified congenital anomaly of aortic valve,Q23.8,XVII,Other congenital malformations of aortic and mitral valves
LA8A.2Z,20,"Congenital anomaly of aortic valve, unspecified",Q23,XVII,Congenital malformations of aortic and mitral valves
LA8A.3,20,Congenital supravalvar aortic stenosis,Q25.3,XVII,Stenosis of aorta
LA8A.4,20,Aneurysm of aortic sinus of Valsalva,Q25.4,XVII,Other congenital malformations of aorta
LA8A.5,20,Congenital subaortic stenosis,Q24.4,XVII,Congenital subaortic stenosis
LA8A.6,20,Congenital subpulmonary stenosis,Q24.3,XVII,Pulmonary infundibular stenosis
LA8A.Y,20,Other specified congenital anomaly of a ventriculo-arterial valve or adjacent regions,Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA8A.Z,20,"Congenital anomaly of a ventriculo-arterial valve or adjacent regions, unspecified",Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA8B,20,Congenital anomaly of great arteries including arterial duct,Q25,XVII,Congenital malformations of great arteries
LA8B.0,20,Congenital aortopulmonary window,Q21.4,XVII,Aortopulmonary septal defect
LA8B.1,20,Congenital anomaly of pulmonary arterial tree,Q25.7,XVII,Other congenital malformations of pulmonary artery
LA8B.2,20,Congenital anomaly of aorta or its branches,Q25,XVII,Congenital malformations of great arteries
LA8B.21,20,Coarctation of aorta,Q25.1,XVII,Coarctation of aorta
LA8B.22,20,Interrupted aortic arch,Q25.2,XVII,Atresia of aorta
LA8B.23,20,Congenital anomaly of descending thoracic or abdominal aorta,Q25,XVII,Congenital malformations of great arteries
LA8B.24,20,Congenital anomaly of aortic arch branch,Q25,XVII,Congenital malformations of great arteries
LA8B.2Y,20,Other specified congenital anomaly of aorta or its branches,Q25,XVII,Congenital malformations of great arteries
LA8B.2Z,20,"Congenital anomaly of aorta or its branches, unspecified",Q25,XVII,Congenital malformations of great arteries
LA8B.3,20,Tracheo-oesophageal compressive syndrome,Q25,XVII,Congenital malformations of great arteries
LA8B.4,20,Patent arterial duct,Q25.0,XVII,Patent ductus arteriosus
LA8B.Y,20,Other specified congenital anomaly of great arteries including arterial duct,Q25.8,XVII,Other congenital malformations of great arteries
LA8B.Z,20,"Congenital anomaly of great arteries including arterial duct, unspecified",Q25,XVII,Congenital malformations of great arteries
LA8C,20,Congenital anomaly of coronary artery,Q24.5,XVII,Malformation of coronary vessels
LA8C.0,20,Anomalous origin of coronary artery from pulmonary arterial tree,Q24.5,XVII,Malformation of coronary vessels
LA8C.1,20,Anomalous aortic origin or course of coronary artery,Q24.5,XVII,Malformation of coronary vessels
LA8C.2,20,Congenital coronary arterial fistula,Q24.5,XVII,Malformation of coronary vessels
LA8C.Y,20,Other specified congenital anomaly of coronary artery,Q24.5,XVII,Malformation of coronary vessels
LA8C.Z,20,"Congenital anomaly of coronary artery, unspecified",Q24.5,XVII,Malformation of coronary vessels
LA8D,20,Congenital pericardial anomaly,Q24.8,XVII,Other specified congenital malformations of heart
LA8E,20,Congenital anomaly of atrial septum,Q21.8,XVII,Other congenital malformations of cardiac septa
LA8E.0,20,Patent oval foramen,Q21.1,XVII,Atrial septal defect
LA8E.1,20,Atrial septal defect within oval fossa,Q21.1,XVII,Atrial septal defect
LA8E.2,20,Sinus venosus defect,Q21.1,XVII,Atrial septal defect
LA8E.3,20,Interatrial communication through coronary sinus orifice,Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA8E.Y,20,Other specified congenital anomaly of atrial septum,Q21.8,XVII,Other congenital malformations of cardiac septa
LA8E.Z,20,"Congenital anomaly of atrial septum, unspecified",Q21.8,XVII,Other congenital malformations of cardiac septa
LA8F,20,Congenital anomaly of right atrium,Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA8G,20,Congenital anomaly of left atrium,Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA8G.0,20,Divided left atrium,Q24.2,XVII,Cor triatriatum
LA8G.Y,20,Other specified congenital anomaly of left atrium,Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA8G.Z,20,"Congenital anomaly of left atrium, unspecified",Q20.8,XVII,Other congenital malformations of cardiac chambers and connections
LA8Y,20,Other specified structural developmental anomaly of heart or great vessels,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA8Z,20,"Structural developmental anomaly of heart or great vessels, unspecified",Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90,20,Structural developmental anomalies of the peripheral vascular system,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.0,20,Capillary malformations,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.00,20,Hereditary haemorrhagic telangiectasia,I78.0,IX,Hereditary haemorrhagic telangiectasia
LA90.0Y,20,Other specified capillary malformations,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.0Z,20,"Capillary malformations, unspecified",Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.1,20,Lymphatic malformations,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.10,20,Macrocystic lymphatic malformation,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.11,20,Microcystic lymphatic malformation,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.12,20,Lymphatic malformations of certain specified sites,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.13,20,Cystic hygroma in fetus,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.1Y,20,Other specified lymphatic malformations,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.1Z,20,"Lymphatic malformations, unspecified",Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.2,20,Peripheral venous malformations,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.20,20,Vein of Galen aneurysm,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.21,20,Congenital portosystemic shunt,Q26.5,XVII,Anomalous portal venous connection
LA90.2Y,20,Other specified peripheral venous malformations,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.2Z,20,"Peripheral venous malformations, unspecified",Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.3,20,Peripheral arteriovenous malformations,Q27.3,XVII,Peripheral arteriovenous malformation
LA90.30,20,Portal vein-hepatic artery fistula,Q26.6,XVII,Portal vein-hepatic artery fistula
LA90.31,20,Arteriovenous malformation of precerebral vessels,Q28.0,XVII,Arteriovenous malformation of precerebral vessels
LA90.32,20,Uterine arteriovenous malformations,Q27.3,XVII,Peripheral arteriovenous malformation
LA90.3Y,20,Other specified peripheral arteriovenous malformations,Q27.3,XVII,Peripheral arteriovenous malformation
LA90.3Z,20,"Peripheral arteriovenous malformations, unspecified",Q27.3,XVII,Peripheral arteriovenous malformation
LA90.4,20,Peripheral arterial malformations,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.40,20,Congenital renal artery stenosis,Q27.1,XVII,Congenital renal artery stenosis
LA90.41,20,Congenital precerebral nonruptured aneurysm,Q28.1,XVII,Other malformations of precerebral vessels
LA90.42,20,Congenital cerebral nonruptured aneurysm,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.4Y,20,Other specified peripheral arterial malformations,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.4Z,20,"Peripheral arterial malformations, unspecified",Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.5,20,Pulmonary arteriovenous fistula,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.Y,20,Other specified structural developmental anomalies of the peripheral vascular system,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA90.Z,20,"Structural developmental anomalies of the peripheral vascular system, unspecified",Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA9Y,20,Other specified structural developmental anomalies of the circulatory system,Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LA9Z,20,"Structural developmental anomalies of the circulatory system, unspecified",Q28.9,XVII,"Congenital malformation of circulatory system, unspecified"
LB00,20,Structural developmental anomalies of diaphragm,Q79.9,XVII,"Congenital malformation of musculoskeletal system, unspecified"
LB00.0,20,Congenital diaphragmatic hernia,Q79.0,XVII,Congenital diaphragmatic hernia
LB00.1,20,Absence of diaphragm,Q79.1,XVII,Other congenital malformations of diaphragm
LB00.Y,20,Other specified structural developmental anomalies of diaphragm,Q79.9,XVII,"Congenital malformation of musculoskeletal system, unspecified"
LB00.Z,20,"Structural developmental anomalies of diaphragm, unspecified",Q79.9,XVII,"Congenital malformation of musculoskeletal system, unspecified"
LB01,20,Omphalocele,Q79.2,XVII,Exomphalos
LB02,20,Gastroschisis,Q79.3,XVII,Gastroschisis
LB03,20,Structural developmental anomalies of umbilical cord,Q27.8,XVII,Other specified congenital malformations of peripheral vascular system
LB03.0,20,Allantoic duct remnants or cysts,Q64.4,XVII,Malformation of urachus
LB03.1,20,Single umbilical cord artery,Q27.0,XVII,Congenital absence and hypoplasia of umbilical artery
LB03.Y,20,Other specified structural developmental anomalies of umbilical cord,Q27.8,XVII,Other specified congenital malformations of peripheral vascular system
LB03.Z,20,"Structural developmental anomalies of umbilical cord, unspecified",Q27.8,XVII,Other specified congenital malformations of peripheral vascular system
LB0Y,20,"Other specified structural developmental anomalies of the diaphragm, abdominal wall or umbilical cord",XVII,XVII,"Congenital malformations, deformations and chromosomal abnormalities"
LB0Z,20,"Structural developmental anomalies of the diaphragm, abdominal wall or umbilical cord, unspecified",XVII,XVII,"Congenital malformations, deformations and chromosomal abnormalities"
LB10,20,Structural developmental anomalies of salivary glands or ducts,Q38.4,XVII,Congenital malformations of salivary glands and ducts
LB11,20,Congenital diverticulum of pharynx,Q38.7,XVII,Pharyngeal pouch
LB12,20,Structural developmental anomalies of oesophagus,Q39,XVII,Congenital malformations of oesophagus
LB12.0,20,Congenital oesophageal web or ring,Q39.4,XVII,Congenital oesophageal web
LB12.1,20,Atresia of oesophagus,Q39,XVII,Congenital malformations of oesophagus
LB12.10,20,Atresia of oesophagus with oesophagobronchial fistula,Q39,XVII,Congenital malformations of oesophagus
LB12.1Y,20,Other specified atresia of oesophagus,Q39,XVII,Congenital malformations of oesophagus
LB12.1Z,20,"Atresia of oesophagus, unspecified",Q39,XVII,Congenital malformations of oesophagus
LB12.2,20,Oesophageal fistula without atresia,Q39.2,XVII,Congenital tracheo-oesophageal fistula without atresia
LB12.3,20,Congenital stenosis or stricture of oesophagus,Q39.3,XVII,Congenital stenosis and stricture of oesophagus
LB12.4,20,Congenital diverticulum of oesophagus,Q39.6,XVII,Diverticulum of oesophagus
LB12.5,20,Congenital dilatation of oesophagus,Q39.5,XVII,Congenital dilatation of oesophagus
LB12.Y,20,Other specified structural developmental anomalies of oesophagus,Q39.8,XVII,Other congenital malformations of oesophagus
LB12.Z,20,"Structural developmental anomalies of oesophagus, unspecified",Q39,XVII,Congenital malformations of oesophagus
LB13,20,Structural developmental anomalies of stomach,Q40.3,XVII,"Congenital malformation of stomach, unspecified"
LB13.0,20,Congenital hypertrophic pyloric stenosis,Q40.0,XVII,Congenital hypertrophic pyloric stenosis
LB13.1,20,Congenital hiatus hernia,Q40.1,XVII,Congenital hiatus hernia
LB13.2,20,Congenital antral web,Q40.3,XVII,"Congenital malformation of stomach, unspecified"
LB13.Y,20,Other specified structural developmental anomalies of stomach,Q40.3,XVII,"Congenital malformation of stomach, unspecified"
LB13.Z,20,"Structural developmental anomalies of stomach, unspecified",Q40.3,XVII,"Congenital malformation of stomach, unspecified"
LB14,20,Structural developmental anomalies of duodenum,Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB15,20,Structural developmental anomalies of small intestine,Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB15.0,20,Meckel diverticulum,Q43.0,XVII,Meckel diverticulum
LB15.1,20,Atresia of small intestine,Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB15.2,20,Congenital short bowel,Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB15.3,20,Congenital diverticulitis of small intestine,Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB15.4,20,Congenital diverticulosis of small intestine,Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB15.5,20,Congenital diverticulum of small intestine,Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB15.Y,20,Other specified structural developmental anomalies of small intestine,Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB15.Z,20,"Structural developmental anomalies of small intestine, unspecified",Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB16,20,Structural developmental anomalies of large intestine,Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB16.0,20,"Congenital absence, atresia or stenosis of large intestine",Q42,XVII,"Congenital absence, atresia and stenosis of large intestine"
LB16.1,20,Hirschsprung disease,Q43.1,XVII,Hirschsprung disease
LB16.2,20,Immature ganglionosis of large intestine,Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB16.3,20,Congenital hypoganglionosis of large intestine,Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB16.Y,20,Other specified structural developmental anomalies of large intestine,Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB16.Z,20,"Structural developmental anomalies of large intestine, unspecified",Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB17,20,Structural developmental anomalies of anal canal,Q42.9,XVII,"Congenital absence, atresia and stenosis of large intestine, part unspecified"
LB17.0,20,Anorectal malformations,Q42.9,XVII,"Congenital absence, atresia and stenosis of large intestine, part unspecified"
LB17.1,20,Ectopic anus,Q43.5,XVII,Ectopic anus
LB17.2,20,Persistent cloaca,Q43.7,XVII,Persistent cloaca
LB17.3,20,Cloacal exstrophy,Q64.1,XVII,Exstrophy of urinary bladder
LB17.4,20,Perineal groove,Q42.9,XVII,"Congenital absence, atresia and stenosis of large intestine, part unspecified"
LB17.Y,20,Other specified structural developmental anomalies of anal canal,Q42.9,XVII,"Congenital absence, atresia and stenosis of large intestine, part unspecified"
LB17.Z,20,"Structural developmental anomalies of anal canal, unspecified",Q42.9,XVII,"Congenital absence, atresia and stenosis of large intestine, part unspecified"
LB18,20,Congenital anomalies of intestinal fixation,Q43.3,XVII,Congenital malformations of intestinal fixation
LB1Y,20,Other specified structural developmental anomalies of the digestive tract,Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB1Z,20,"Structural developmental anomalies of the digestive tract, unspecified",Q45.9,XVII,"Congenital malformation of digestive system, unspecified"
LB20,20,"Structural developmental anomalies of gallbladder, bile ducts or liver",Q44,XVII,"Congenital malformations of gallbladder, bile ducts and liver"
LB20.0,20,Structural developmental anomalies of liver,Q44.7,XVII,Other congenital malformations of liver
LB20.00,20,Fibropolycystic liver disease,Q44.6,XVII,Cystic disease of liver
LB20.0Y,20,Other specified structural developmental anomalies of liver,Q44.7,XVII,Other congenital malformations of liver
LB20.0Z,20,"Structural developmental anomalies of liver, unspecified",Q44.7,XVII,Other congenital malformations of liver
LB20.1,20,Structural developmental anomalies of gallbladder,Q44.1,XVII,Other congenital malformations of gallbladder
LB20.10,20,"Agenesis, aplasia or hypoplasia of gallbladder",Q44.0,XVII,"Agenesis, aplasia and hypoplasia of gallbladder"
LB20.1Y,20,Other specified structural developmental anomalies of gallbladder,Q44.1,XVII,Other congenital malformations of gallbladder
LB20.1Z,20,"Structural developmental anomalies of gallbladder, unspecified",Q44.1,XVII,Other congenital malformations of gallbladder
LB20.2,20,Structural developmental anomalies of bile ducts,Q44.5,XVII,Other congenital malformations of bile ducts
LB20.20,20,Choledochal cyst,Q44.4,XVII,Choledochal cyst
LB20.21,20,Biliary atresia,Q44.2,XVII,Atresia of bile ducts
LB20.22,20,Congenital stenosis or stricture of bile ducts,Q44.3,XVII,Congenital stenosis and stricture of bile ducts
