icd11Code,icd11Chapter,icd11Title,icd10Code,icd10Chapter,icd10Title
6C45.1Z,06,"Harmful pattern of use of cocaine, unspecified",F14.1,V,Mental and behavioural disorders due to use of cocaine : harmful use
6C45.2,06,Cocaine dependence,F14.2,V,Mental and behavioural disorders due to use of cocaine : dependence syndrome
6C45.20,06,"Cocaine dependence, current use",F14.2,V,Mental and behavioural disorders due to use of cocaine : dependence syndrome
6C45.21,06,"Cocaine dependence, early full remission",F14.2,V,Mental and behavioural disorders due to use of cocaine : dependence syndrome
6C45.22,06,"Cocaine dependence, sustained partial remission",F14.2,V,Mental and behavioural disorders due to use of cocaine : dependence syndrome
6C45.23,06,"Cocaine dependence, sustained full remission",F14.2,V,Mental and behavioural disorders due to use of cocaine : dependence syndrome
6C45.2Z,06,"Cocaine dependence, unspecified",F14.2,V,Mental and behavioural disorders due to use of cocaine : dependence syndrome
6C45.3,06,Cocaine intoxication,F14.0,V,Mental and behavioural disorders due to use of cocaine : acute intoxication
6C45.4,06,Cocaine withdrawal,F14.3,V,Mental and behavioural disorders due to use of cocaine withdrawal state
6C45.5,06,Cocaine-induced delirium,F14.4,V,Mental and behavioural disorders due to use of cocaine withdrawal state with delirium
6C45.6,06,Cocaine-induced psychotic disorder,F14,V,Mental and behavioural disorders due to use of cocaine
6C45.60,06,Cocaine-induced psychotic disorder with hallucinations,F14,V,Mental and behavioural disorders due to use of cocaine
6C45.61,06,Cocaine-induced psychotic disorder with delusions,F14,V,Mental and behavioural disorders due to use of cocaine
6C45.62,06,Cocaine-induced psychotic disorder with mixed psychotic symptoms,F14,V,Mental and behavioural disorders due to use of cocaine
6C45.6Z,06,"Cocaine-induced psychotic disorder, unspecified",F14,V,Mental and behavioural disorders due to use of cocaine
6C45.7,06,Certain specified cocaine-induced mental or behavioural disorders,F14.9,V,Mental and behavioural disorders due to use of cocaine : unspecified mental and behavioural disorder
6C45.70,06,Cocaine-induced mood disorder,F14.9,V,Mental and behavioural disorders due to use of cocaine : unspecified mental and behavioural disorder
6C45.71,06,Cocaine-induced anxiety disorder,F14.9,V,Mental and behavioural disorders due to use of cocaine : unspecified mental and behavioural disorder
6C45.72,06,Cocaine-induced obsessive-compulsive or related disorder,F14.9,V,Mental and behavioural disorders due to use of cocaine : unspecified mental and behavioural disorder
6C45.73,06,Cocaine-induced impulse control disorder,F14.9,V,Mental and behavioural disorders due to use of cocaine : unspecified mental and behavioural disorder
6C45.Y,06,Other specified disorders due to use of cocaine,F14.9,V,Mental and behavioural disorders due to use of cocaine : unspecified mental and behavioural disorder
6C45.Z,06,"Disorders due to use of cocaine, unspecified",F14.9,V,Mental and behavioural disorders due to use of cocaine : unspecified mental and behavioural disorder
6C46,06,"Disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone",F15.9,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : unspecified mental and behavioural disorder"
6C46.0,06,"Episode of harmful use of stimulants including amphetamines, methamphetamine or methcathinone",F15.9,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : unspecified mental and behavioural disorder"
6C46.1,06,"Harmful pattern of use of stimulants including amphetamines, methamphetamine or methcathinone",F15.1,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : harmful use"
6C46.10,06,"Harmful pattern of use of stimulants including amphetamines, methamphetamine or methcathinone, episodic",F15.1,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : harmful use"
6C46.11,06,"Harmful pattern of use of stimulants including amphetamines, methamphetamine or methcathinone, continuous",F15.1,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : harmful use"
6C46.1Z,06,"Harmful pattern of use of stimulants including amphetamines, methamphetamine and methcathinone, unspecified",F15.1,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : harmful use"
6C46.2,06,"Stimulant dependence including amphetamines, methamphetamine or methcathinone",F15.2,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : dependence syndrome"
6C46.20,06,"Stimulant dependence including amphetamines, methamphetamine or methcathinone, current use",F15.2,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : dependence syndrome"
6C46.21,06,"Stimulant dependence including amphetamines, methamphetamine or methcathinone, early full remission",F15.2,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : dependence syndrome"
6C46.22,06,"Stimulant dependence including amphetamines, methamphetamine or methcathinone, sustained partial remission",F15.2,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : dependence syndrome"
6C46.23,06,"Stimulant dependence including amphetamines, methamphetamine or methcathinone, sustained full remission",F15.2,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : dependence syndrome"
6C46.2Z,06,"Stimulant dependence including amphetamines, methamphetamine or methcathinone, unspecified",F15.2,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : dependence syndrome"
6C46.3,06,"Stimulant intoxication including amphetamines, methamphetamine or methcathinone",F15.0,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : acute intoxication"
6C46.4,06,"Stimulant withdrawal including amphetamines, methamphetamine or methcathinone",F15.3,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine withdrawal state"
6C46.5,06,"Stimulant-induced delirium including amphetamines, methamphetamine or methcathinone",F15.4,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine withdrawal state with delirium"
6C46.6,06,"Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone",F15,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
6C46.60,06,"Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone with hallucinations",F15,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
6C46.61,06,"Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone with delusions",F15,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
6C46.62,06,Stimulant-induced psychotic disorder including amphetamines but excluding caffeine or cocaine with mixed psychotic symptoms,F15,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
6C46.6Z,06,"Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone, unspecified",F15,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
6C46.7,06,"Certain specified stimulant-induced mental or behavioural disorders including amphetamines, methamphetamine or methcathinone",F15.9,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : unspecified mental and behavioural disorder"
6C46.70,06,"Stimulant-induced mood disorder including amphetamines, methamphetamine or methcathinone",F15.8,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : other mental and behavioural disorders"
6C46.71,06,"Stimulant-induced anxiety disorder including amphetamines, methamphetamine or methcathinone",F15.8,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : other mental and behavioural disorders"
6C46.72,06,"Stimulant-induced obsessive-compulsive or related disorder including amphetamines, methamphetamine or methcathinone",F15.8,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : other mental and behavioural disorders"
6C46.73,06,"Stimulant-induced impulse control disorder including amphetamines, methamphetamine or methcathinone",F15.9,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : unspecified mental and behavioural disorder"
6C46.Y,06,"Other specified disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone",F15.9,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : unspecified mental and behavioural disorder"
6C46.Z,06,"Disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone, unspecified",F15.9,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : unspecified mental and behavioural disorder"
6C47,06,Disorders due to use of synthetic cathinones,F12.9,V,Mental and behavioural disorders due to use of cannabinoids : unspecified mental and behavioural disorder
6C47.0,06,Episode of harmful use of synthetic cathinones,F19.1,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : harmful use
6C47.1,06,Harmful pattern of use of synthetic cathinones,F19.1,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : harmful use
6C47.10,06,"Harmful pattern of use of synthetic cathinones, episodic",F19.1,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : harmful use
6C47.11,06,"Harmful use of synthetic cathinones, continuous",F19.1,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : harmful use
6C47.1Y,06,Other specified harmful pattern of use of synthetic cathinones,F19.1,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : harmful use
6C47.1Z,06,"Harmful pattern of use of synthetic cathinones, unspecified",F19.1,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : harmful use
6C47.2,06,Synthetic cathinone dependence,F19.2,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : dependence syndrome
6C47.20,06,"Synthetic cathinone dependence, current use",F19.2,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : dependence syndrome
6C47.21,06,"Synthetic cathinone dependence, early full remission",F19.2,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : dependence syndrome
6C47.22,06,"Synthetic cathinone dependence, sustained partial remission",F19.2,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : dependence syndrome
6C47.23,06,"Synthetic cathinone dependence, sustained full remission",F19.2,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : dependence syndrome
6C47.2Y,06,Other specified synthetic cathinone dependence,F19.2,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : dependence syndrome
6C47.2Z,06,"Synthetic cathinone dependence, unspecified",F19.2,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : dependence syndrome
6C47.3,06,Synthetic cathinone intoxication,F19.0,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : acute intoxication
6C47.4,06,Synthetic cathinone withdrawal,F19,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
6C47.5,06,Synthetic cathinone-induced delirium,F19,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
6C47.6,06,Synthetic cathinone-induced psychotic disorder,F19.5,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : psychotic disorder
6C47.60,06,Synthetic cathinone-induced psychotic disorder with hallucinations,F19.5,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : psychotic disorder
6C47.61,06,Synthetic cathinone-induced psychotic disorder with delusions,F19.5,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : psychotic disorder
6C47.62,06,Synthetic cathinone-induced psychotic disorder with mixed psychotic symptoms,F19.5,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : psychotic disorder
6C47.6Z,06,"Synthetic cathinone-induced psychotic disorder, unspecified",F19.5,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : psychotic disorder
6C47.7,06,Certain specified synthetic cathinone-induced mental or behavioural disorders,F12.9,V,Mental and behavioural disorders due to use of cannabinoids : unspecified mental and behavioural disorder
6C47.70,06,Synthetic cathinone-induced mood disorder,F19,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
6C47.71,06,Synthetic cathinone-induced anxiety disorder,F19.8,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : other mental and behavioural disorders
