icd10Code,icd10ClassKind,icd10Chapter,icd10Title,icd11Code,icd11ClassKind,icd11Chapter,icd11Title
F44,category,V,Dissociative [conversion] disorders,6B60.Z,category,06,"Dissociative neurological symptom disorder, with unspecified symptoms"
F44,category,V,Dissociative [conversion] disorders,6B63,category,06,Possession trance disorder
F44,category,V,Dissociative [conversion] disorders,6B62,category,06,Trance disorder
F44,category,V,Dissociative [conversion] disorders,6B64,category,06,Dissociative identity disorder
F44,category,V,Dissociative [conversion] disorders,6B61.Z,category,06,"Dissociative amnesia, unspecified"
F44,category,V,Dissociative [conversion] disorders,6B65,category,06,Partial dissociative identity disorder
F44.0,category,V,Dissociative amnesia,6B61.Z,category,06,"Dissociative amnesia, unspecified"
F44.1,category,V,Dissociative fugue,6B61.0,category,06,Dissociative amnesia with dissociative fugue
F44.2,category,V,Dissociative stupor,6B60.Z,category,06,"Dissociative neurological symptom disorder, with unspecified symptoms"
F44.3,category,V,Trance and possession disorders,6B63,category,06,Possession trance disorder
F44.4,category,V,Dissociative motor disorders,6B60.8Z,category,06,"Dissociative neurological symptom disorder, with unspecified movement disturbance"
F44.5,category,V,Dissociative convulsions,6B60.4,category,06,"Dissociative neurological symptom disorder, with non-epileptic seizures"
F44.6,category,V,Dissociative anaesthesia and sensory loss,6B60.3,category,06,"Dissociative neurological symptom disorder, with other sensory disturbance"
F44.7,category,V,Mixed dissociative [conversion] disorders,6B6Z,category,06,"Dissociative disorders, unspecified"
F44.8,category,V,Other dissociative [conversion] disorders,6B6Z,category,06,"Dissociative disorders, unspecified"
F44.9,category,V,"Dissociative [conversion] disorder, unspecified",6B60.Z,category,06,"Dissociative neurological symptom disorder, with unspecified symptoms"
F44.9,category,V,"Dissociative [conversion] disorder, unspecified",6B63,category,06,Possession trance disorder
F44.9,category,V,"Dissociative [conversion] disorder, unspecified",6B62,category,06,Trance disorder
F44.9,category,V,"Dissociative [conversion] disorder, unspecified",6B64,category,06,Dissociative identity disorder
F44.9,category,V,"Dissociative [conversion] disorder, unspecified",6B61.Z,category,06,"Dissociative amnesia, unspecified"
F44.9,category,V,"Dissociative [conversion] disorder, unspecified",6B65,category,06,Partial dissociative identity disorder
F45,category,V,Somatoform disorders,6C20.Z,category,06,"Bodily distress disorder, unspecified"
F45.0,category,V,Somatization disorder,6C20.Z,category,06,"Bodily distress disorder, unspecified"
F45.1,category,V,Undifferentiated somatoform disorder,6C20.Z,category,06,"Bodily distress disorder, unspecified"
F45.2,category,V,Hypochondriacal disorder,6B23.Z,category,06,"Hypochondriasis, unspecified"
F45.2,category,V,Hypochondriacal disorder,6B21.0,category,06,Body dysmorphic disorder with fair to good insight
F45.2,category,V,Hypochondriacal disorder,6B21.Z,category,06,"Body dysmorphic disorder, unspecified"
F45.2,category,V,Hypochondriacal disorder,6B21.1,category,06,Body dysmorphic disorder with poor to absent insight
F45.3,category,V,Somatoform autonomic dysfunction,6C20.Z,category,06,"Bodily distress disorder, unspecified"
F45.4,category,V,Persistent somatoform pain disorder,EC92.0,category,14,Penoscrotodynia
F45.4,category,V,Persistent somatoform pain disorder,EC92.1,category,14,Scalp dysaesthesia
F45.8,category,V,Other somatoform disorders,7A83,category,07,Sleep-related bruxism
F45.9,category,V,"Somatoform disorder, unspecified",6C20.Z,category,06,"Bodily distress disorder, unspecified"
F48,category,V,Other neurotic disorders,6B6Z,category,06,"Dissociative disorders, unspecified"
F48.0,category,V,Neurasthenia,6A8Z,category,06,"Mood disorders, unspecified"
F48.1,category,V,Depersonalization-derealization syndrome,6B66,category,06,Depersonalization-derealization disorder
F48.8,category,V,Other specified neurotic disorders,6E8Z,category,06,"Mental, behavioural or neurodevelopmental disorders, unspecified"
F48.9,category,V,"Neurotic disorder, unspecified",6B6Z,category,06,"Dissociative disorders, unspecified"
F50-F59,block,V,Behavioural syndromes associated with physiological disturbances and physical factors,6E6Z,category,06,"Secondary mental or behavioural syndrome, unspecified"
F50,category,V,Eating disorders,6B8Z,category,06,"Feeding or eating disorders, unspecified"
F50.0,category,V,Anorexia nervosa,6B80.Z,category,06,"Anorexia Nervosa, unspecified"
F50.1,category,V,Atypical anorexia nervosa,6B80.Z,category,06,"Anorexia Nervosa, unspecified"
F50.2,category,V,Bulimia nervosa,6B81,category,06,Bulimia Nervosa
F50.3,category,V,Atypical bulimia nervosa,6B81,category,06,Bulimia Nervosa
F50.4,category,V,Overeating associated with other psychological disturbances,6B8Z,category,06,"Feeding or eating disorders, unspecified"
F50.5,category,V,Vomiting associated with other psychological disturbances,6B8Z,category,06,"Feeding or eating disorders, unspecified"
F50.8,category,V,Other eating disorders,6B8Z,category,06,"Feeding or eating disorders, unspecified"
F50.9,category,V,"Eating disorder, unspecified",6B8Z,category,06,"Feeding or eating disorders, unspecified"
F51,category,V,Nonorganic sleep disorders,7B2Z,category,07,"Sleep-wake disorders, unspecified"
F51.0,category,V,Nonorganic insomnia,7A01,category,07,Short-term insomnia
F51.0,category,V,Nonorganic insomnia,7A00,category,07,Chronic insomnia
F51.1,category,V,Nonorganic hypersomnia,7A26,category,07,Insufficient sleep syndrome
F51.2,category,V,Nonorganic disorder of the sleep-wake schedule,7B2Z,category,07,"Sleep-wake disorders, unspecified"
F51.3,category,V,Sleepwalking [somnambulism],7B00.1,category,07,Sleepwalking disorder
F51.4,category,V,Sleep terrors [night terrors],7B00.2,category,07,Sleep terrors
F51.5,category,V,Nightmares,7B01.2,category,07,Nightmare disorder
F51.8,category,V,Other nonorganic sleep disorders,7B2Z,category,07,"Sleep-wake disorders, unspecified"
F51.9,category,V,"Nonorganic sleep disorder, unspecified",7B2Z,category,07,"Sleep-wake disorders, unspecified"
F52,category,V,"Sexual dysfunction, not caused by organic disorder or disease",HA0Z,category,17,"Sexual dysfunctions, unspecified"
F52.0,category,V,Lack or loss of sexual desire,HA00.Z,category,17,"Hypoactive sexual desire dysfunction, unspecified"
F52.0,category,V,Lack or loss of sexual desire,HA00.0,category,17,"Hypoactive sexual desire dysfunction, lifelong, generalised"
F52.0,category,V,Lack or loss of sexual desire,HA00.3,category,17,"Hypoactive sexual desire dysfunction, acquired, situational"
F52.0,category,V,Lack or loss of sexual desire,HA00.1,category,17,"Hypoactive sexual desire dysfunction, lifelong, situational"
F52.0,category,V,Lack or loss of sexual desire,HA00.2,category,17,"Hypoactive sexual desire dysfunction, acquired, generalised"
F52.1,category,V,Sexual aversion and lack of sexual enjoyment,HA00.Z,category,17,"Hypoactive sexual desire dysfunction, unspecified"
F52.2,category,V,Failure of genital response,HA01.13,category,17,"Male erectile dysfunction, acquired, situational"
F52.2,category,V,Failure of genital response,HA01.10,category,17,"Male erectile dysfunction, lifelong, generalised"
F52.2,category,V,Failure of genital response,HA01.11,category,17,"Male erectile dysfunction, lifelong, situational"
F52.2,category,V,Failure of genital response,HA01.12,category,17,"Male erectile dysfunction, acquired, generalised"
F52.2,category,V,Failure of genital response,HA01.Z,category,17,"Sexual arousal dysfunctions, unspecified"
F52.2,category,V,Failure of genital response,HA01.01,category,17,"Female sexual arousal dysfunction, lifelong, situational"
F52.2,category,V,Failure of genital response,HA01.03,category,17,"Female sexual arousal dysfunction, acquired, situational"
F52.2,category,V,Failure of genital response,HA01.00,category,17,"Female sexual arousal dysfunction, lifelong, generalised"
F52.2,category,V,Failure of genital response,HA01.0Z,category,17,"Female sexual arousal dysfunction, unspecified"
F52.2,category,V,Failure of genital response,HA01.02,category,17,"Female sexual arousal dysfunction, acquired, generalised"
F52.3,category,V,Orgasmic dysfunction,HA02.Z,category,17,"Orgasmic dysfunctions, unspecified"
F52.4,category,V,Premature ejaculation,HA03.0Z,category,17,"Male early ejaculation, unspecified"
F52.5,category,V,Nonorganic vaginismus,HA20.Z,category,17,"Sexual pain-penetration disorder, unspecified"
F52.6,category,V,Nonorganic dyspareunia,HA20.Z,category,17,"Sexual pain-penetration disorder, unspecified"
F52.6,category,V,Nonorganic dyspareunia,HA2Z,category,17,"Sexual pain disorders, unspecified"
F52.6,category,V,Nonorganic dyspareunia,GA12,category,16,Female dyspareunia
F52.6,category,V,Nonorganic dyspareunia,HA20.0,category,17,"Sexual pain-penetration disorder, lifelong, generalised"
F52.6,category,V,Nonorganic dyspareunia,HA20.1,category,17,"Sexual pain-penetration disorder, lifelong, situational"
F52.6,category,V,Nonorganic dyspareunia,HA20.2,category,17,"Sexual pain-penetration disorder, acquired, generalised"
F52.6,category,V,Nonorganic dyspareunia,HA20.3,category,17,"Sexual pain-penetration disorder, acquired, situational"
F52.7,category,V,Excessive sexual drive,6C72,category,06,Compulsive sexual behaviour disorder
F52.8,category,V,"Other sexual dysfunction, not caused by organic disorder or disease",HA03.13,category,17,"Male delayed ejaculation, acquired, situational"
F52.8,category,V,"Other sexual dysfunction, not caused by organic disorder or disease",HA03.11,category,17,"Male delayed ejaculation, lifelong, situational"
F52.8,category,V,"Other sexual dysfunction, not caused by organic disorder or disease",HA03.Z,category,17,"Ejaculatory dysfunctions, unspecified"
F52.8,category,V,"Other sexual dysfunction, not caused by organic disorder or disease",HA03.1Z,category,17,"Male delayed ejaculation, unspecified"
F52.8,category,V,"Other sexual dysfunction, not caused by organic disorder or disease",HA03.12,category,17,"Male delayed ejaculation, acquired, generalised"
F52.8,category,V,"Other sexual dysfunction, not caused by organic disorder or disease",HA03.10,category,17,"Male delayed ejaculation, lifelong, generalised"
F52.8,category,V,"Other sexual dysfunction, not caused by organic disorder or disease",HA01.Y,category,17,Other specified sexual arousal dysfunctions
F52.9,category,V,"Unspecified sexual dysfunction, not caused by organic disorder or disease",HA0Z,category,17,"Sexual dysfunctions, unspecified"
F53,category,V,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",6E2Z,category,06,"Mental or behavioural disorders associated with pregnancy, childbirth or the puerperium, unspecified"
F53,category,V,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",6E20,category,06,"Mental or behavioural disorders associated with pregnancy, childbirth or the puerperium, without psychotic symptoms"
F53,category,V,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",6E21,category,06,"Mental or behavioural disorders associated with pregnancy, childbirth or the puerperium, with psychotic symptoms"
