icd10Code,icd10ClassKind,icd10Chapter,icd10Title,icd11Code,icd11ClassKind,icd11Chapter,icd11Title
V51.6,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with pedal cycle : passenger injured in traffic accident,PA06&XE7ZZ&XE9EE&XE165&XE1LZ,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pedal cycle as counterpart in land transport crash] [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle passenger injured in transport related event]"
V51.7,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with pedal cycle : person on outside of vehicle injured in traffic accident,PA06&XE7ZZ&XE9EE&XE165&XE166,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pedal cycle as counterpart in land transport crash] [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person on outside of vehicle or in load space injured in transport related event]"
V51.9,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with pedal cycle : unspecified occupant of pick-up truck or van injured in traffic accident,PA06&XE7ZZ&XE9EE&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pedal cycle as counterpart in land transport crash] [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V52,category,XX,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle,PA06&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V52.0,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : driver injured in nontraffic accident,PA16&XE8TM&XE165&XE42A,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Exposure to land transport off-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle driver injured in transport related event]"
V52.1,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : passenger injured in nontraffic accident,PA16&XE8TM&XE165&XE1LZ,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Exposure to land transport off-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle passenger injured in transport related event]"
V52.2,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in nontraffic accident,PA16&XE8TM&XE165&XE166,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Exposure to land transport off-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person on outside of vehicle or in load space injured in transport related event]"
V52.3,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : unspecified occupant of pick-up truck or van injured in nontraffic accident,PA16&XE8TM&XE165&XE9AX,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Exposure to land transport off-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Three-wheeled motor vehicle or scooter]"
V52.4,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : person injured while boarding or alighting,PA06&XE9EE&XE165&XE9Y1,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person boarding or alighting a vehicle injured in transport related event]"
V52.5,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : driver injured in traffic accident,PA06&XE9EE&XE165&XE42A,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle driver injured in transport related event]"
V52.6,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident,PA06&XE9EE&XE165&XE1LZ,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle passenger injured in transport related event]"
V52.7,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in traffic accident,PA06&XE9EE&XE165&XE166,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person on outside of vehicle or in load space injured in transport related event]"
V52.9,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : unspecified occupant of pick-up truck or van injured in traffic accident,PA06&XE9EE&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V53,category,XX,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van",PA06&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V53.0,modifiedcategory,XX,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : driver injured in nontraffic accident",PA16&XE0JH&XE165&XE42A,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Car as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle driver injured in transport related event]"
V53.1,modifiedcategory,XX,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : passenger injured in nontraffic accident",PA16&XE0JH&XE165&XE1LZ,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Car as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle passenger injured in transport related event]"
V53.2,modifiedcategory,XX,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : person on outside of vehicle injured in nontraffic accident",PA16&XE0JH&XE165&XE166,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Car as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person on outside of vehicle or in load space injured in transport related event]"
V53.3,modifiedcategory,XX,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : unspecified occupant of pick-up truck or van injured in nontraffic accident",PA16&XE0JH&XE165,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Car as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V53.4,modifiedcategory,XX,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : person injured while boarding or alighting",PA06&XE165&XE9Y1,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person boarding or alighting a vehicle injured in transport related event]"
V53.5,modifiedcategory,XX,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : driver injured in traffic accident",PA06&XE165&XE42A,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle driver injured in transport related event]"
V53.6,modifiedcategory,XX,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : passenger injured in traffic accident",PA06&XE165&XE1LZ,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle passenger injured in transport related event]"
V53.7,modifiedcategory,XX,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : person on outside of vehicle injured in traffic accident",PA06&XE165&XE166,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person on outside of vehicle or in load space injured in transport related event]"
V53.9,modifiedcategory,XX,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : unspecified occupant of pick-up truck or van injured in traffic accident",PA06&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V54,category,XX,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,PA06&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V54.0,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : driver injured in nontraffic accident,PA16&XE5LJ&XE165&XE42A,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Bus or coach as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle driver injured in transport related event]"
V54.1,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident,PA16&XE5LJ&XE165&XE1LZ,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Bus or coach as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle passenger injured in transport related event]"
V54.2,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in nontraffic accident,PA16&XE5LJ&XE165&XE166,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Bus or coach as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person on outside of vehicle or in load space injured in transport related event]"
V54.3,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : unspecified occupant of pick-up truck or van injured in nontraffic accident,PA16&XE5LJ&XE165,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Bus or coach as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V54.4,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting,PA06&XE165&XE6LC,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person boarding or alighting from a bus, tram, streetcar or railway vehicle injured in transport related event]"
V54.5,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : driver injured in traffic accident,PA06&XE165&XE42A,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle driver injured in transport related event]"
V54.6,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident,PA06&XE165&XE1LZ,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle passenger injured in transport related event]"
V54.7,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in traffic accident,PA06&XE165&XE166,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person on outside of vehicle or in load space injured in transport related event]"
V54.9,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : unspecified occupant of pick-up truck or van injured in traffic accident,PA06&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V55,category,XX,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle,PA06&XE6DQ&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Railway vehicle as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V55.0,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : driver injured in nontraffic accident,PA16&XE6DQ&XE165&XE42A,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Railway vehicle as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle driver injured in transport related event]"
V55.1,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : passenger injured in nontraffic accident,PA16&XE6DQ&XE165&XE1LZ,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Railway vehicle as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle passenger injured in transport related event]"
V55.2,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : person on outside of vehicle injured in nontraffic accident,PA16&XE6DQ&XE165&XE166,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Railway vehicle as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person on outside of vehicle or in load space injured in transport related event]"
V55.3,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : unspecified occupant of pick-up truck or van injured in nontraffic accident,PA16&XE6DQ&XE165,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Railway vehicle as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V55.4,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : person injured while boarding or alighting,PA06&XE6DQ&XE9EE&XE165&XE9Y1,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Railway vehicle as counterpart in land transport crash] [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person boarding or alighting a vehicle injured in transport related event]"
V55.5,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : driver injured in traffic accident,PA06&XE6DQ&XE9EE&XE165&XE42A,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Railway vehicle as counterpart in land transport crash] [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle driver injured in transport related event]"
V55.6,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : passenger injured in traffic accident,PA06&XE6DQ&XE9EE&XE165&XE1LZ,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Railway vehicle as counterpart in land transport crash] [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle passenger injured in transport related event]"
V55.7,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : person on outside of vehicle injured in traffic accident,PA06&XE6DQ&XE9EE&XE165&XE166,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Railway vehicle as counterpart in land transport crash] [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person on outside of vehicle or in load space injured in transport related event]"
V55.9,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : unspecified occupant of pick-up truck or van injured in traffic accident,PA06&XE6DQ&XE9EE&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Railway vehicle as counterpart in land transport crash] [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V56,category,XX,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle,PA06&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V56.0,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : driver injured in nontraffic accident,PA16&XE165&XE42A,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle driver injured in transport related event]"
V56.1,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident,PA16&XE165&XE1LZ,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle passenger injured in transport related event]"
V56.2,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : person on outside of vehicle injured in nontraffic accident,PA16&XE165&XE166,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person on outside of vehicle or in load space injured in transport related event]"
V56.3,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : unspecified occupant of pick-up truck or van injured in nontraffic accident,PA16&XE165,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V56.4,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : person injured while boarding or alighting,PA06&XE9EE&XE165&XE9Y1,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person boarding or alighting a vehicle injured in transport related event]"
V56.5,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : driver injured in traffic accident,PA06&XE9EE&XE165&XE42A,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle driver injured in transport related event]"
V56.6,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : passenger injured in traffic accident,PA06&XE9EE&XE165&XE1LZ,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle passenger injured in transport related event]"
V56.7,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : person on outside of vehicle injured in traffic accident,PA06&XE9EE&XE165&XE166,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person on outside of vehicle or in load space injured in transport related event]"
V56.9,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : unspecified occupant of pick-up truck or van injured in traffic accident,PA06&XE9EE&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V57,category,XX,Occupant of pick-up truck or van injured in collision with fixed or stationary object,PA06&XE98X&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Fixed or stationary object as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V57.0,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with fixed or stationary object : driver injured in nontraffic accident,PA16&XE98X&XE165&XE42A,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Fixed or stationary object as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle driver injured in transport related event]"
V57.1,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with fixed or stationary object : passenger injured in nontraffic accident,PA16&XE98X&XE165&XE1LZ,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Fixed or stationary object as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle passenger injured in transport related event]"
V57.2,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with fixed or stationary object : person on outside of vehicle injured in nontraffic accident,PA16&XE98X&XE165&XE166,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Fixed or stationary object as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person on outside of vehicle or in load space injured in transport related event]"
V57.3,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with fixed or stationary object : unspecified occupant of pick-up truck or van injured in nontraffic accident,PA16&XE98X&XE165,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Fixed or stationary object as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V57.4,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with fixed or stationary object : person injured while boarding or alighting,PA06&XE98X&XE165&XE9Y1,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Fixed or stationary object as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person boarding or alighting a vehicle injured in transport related event]"
V57.5,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with fixed or stationary object : driver injured in traffic accident,PA06&XE98X&XE165&XE42A,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Fixed or stationary object as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle driver injured in transport related event]"
V57.6,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with fixed or stationary object : passenger injured in traffic accident,PA06&XE98X&XE165&XE1LZ,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Fixed or stationary object as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle passenger injured in transport related event]"
V57.7,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with fixed or stationary object : person on outside of vehicle injured in traffic accident,PA06&XE98X&XE165&XE166,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Fixed or stationary object as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person on outside of vehicle or in load space injured in transport related event]"
V57.9,modifiedcategory,XX,Occupant of pick-up truck or van injured in collision with fixed or stationary object : unspecified occupant of pick-up truck or van injured in traffic accident,PA06&XE98X&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Fixed or stationary object as counterpart in land transport crash] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V58,category,XX,Occupant of pick-up truck or van injured in noncollision transport accident,PA06&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V58.0,modifiedcategory,XX,Occupant of pick-up truck or van injured in noncollision transport accident : driver injured in nontraffic accident,PA16&XE165&XE42A,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle driver injured in transport related event]"
V58.1,modifiedcategory,XX,Occupant of pick-up truck or van injured in noncollision transport accident : passenger injured in nontraffic accident,PA16&XE165&XE1LZ,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle passenger injured in transport related event]"
V58.2,modifiedcategory,XX,Occupant of pick-up truck or van injured in noncollision transport accident : person on outside of vehicle injured in nontraffic accident,PA16&XE165&XE166,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person on outside of vehicle or in load space injured in transport related event]"
V58.3,modifiedcategory,XX,Occupant of pick-up truck or van injured in noncollision transport accident : unspecified occupant of pick-up truck or van injured in nontraffic accident,PA16&XE165,category,23,"Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V58.4,modifiedcategory,XX,Occupant of pick-up truck or van injured in noncollision transport accident : person injured while boarding or alighting,PA06&XE9EE&XE165&XE9Y1,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person boarding or alighting a vehicle injured in transport related event]"
V58.5,modifiedcategory,XX,Occupant of pick-up truck or van injured in noncollision transport accident : driver injured in traffic accident,PA06&XE9EE&XE165&XE42A,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle driver injured in transport related event]"
V58.6,modifiedcategory,XX,Occupant of pick-up truck or van injured in noncollision transport accident : passenger injured in traffic accident,PA06&XE9EE&XE165&XE1LZ,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Vehicle passenger injured in transport related event]"
V58.7,modifiedcategory,XX,Occupant of pick-up truck or van injured in noncollision transport accident : person on outside of vehicle injured in traffic accident,PA06&XE9EE&XE165&XE166,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event] [Person on outside of vehicle or in load space injured in transport related event]"
V58.9,modifiedcategory,XX,Occupant of pick-up truck or van injured in noncollision transport accident : unspecified occupant of pick-up truck or van injured in traffic accident,PA06&XE9EE&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Exposure to land transport on-road injury event] [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V59,category,XX,Occupant of pick-up truck or van injured in other and unspecified transport accidents,PA06&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V59.0,category,XX,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,PA06&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V59.1,category,XX,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,PA16,category,23,Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle
V59.2,category,XX,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident,PA16,category,23,Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle
V59.3,category,XX,Occupant [any] of pick-up truck or van injured in unspecified nontraffic accident,PA16,category,23,Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle
V59.4,category,XX,Driver injured in collision with other and unspecified motor vehicles in traffic accident,PA06&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V59.5,category,XX,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,PA06&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
